30,25,29,23,0.5,0.5123674911660777,0.5,0.4876325088339223
26,30,28,22,0.5,0.5949008498583569,0.5,0.40509915014164305
28,19,26,29,0.5,0.3782542113323124,0.5,0.6217457886676876
11,17,8,14,0.5310344827586206,0.5,0.4689655172413793,0.5
29,29,16,14,0.5,0.5333333333333333,0.5,0.4666666666666667
15,23,13,14,0.412573673870334,0.5,0.587426326129666,0.5
27,11,29,1,0.5,0.9219653179190751,0.5,0.07803468208092486
2,21,15,2,0.08360128617363344,0.8778135048231511,0.9163987138263665,0.12218649517684887
19,16,8,8,0.5,0.45714285714285713,0.5,0.5428571428571428
26,19,26,29,0.5,0.3958333333333333,0.5,0.6041666666666666
24,19,8,5,0.5,0.5588235294117647,0.5,0.4411764705882353
10,3,12,5,0.5,0.4186046511627907,0.5,0.5813953488372093
8,1,13,2,0.5,0.4482758620689655,0.5,0.5517241379310345
18,12,12,8,0.5,0.5,0.5,0.5
19,19,20,8,0.5,0.7142857142857143,0.5,0.2857142857142857
13,26,16,3,0.4482758620689655,0.896551724137931,0.5517241379310345,0.10344827586206896
20,7,15,23,0.5,0.18584070796460178,0.5,0.8141592920353983
26,2,8,5,0.5,0.1095890410958904,0.5,0.8904109589041096
12,4,13,23,0.5357142857142857,0.17857142857142858,0.4642857142857143,0.8214285714285714
3,3,27,4,0.5,0.8709677419354839,0.5,0.12903225806451613
30,20,12,11,0.5,0.42105263157894735,0.5,0.5789473684210527
21,23,25,5,0.5,0.8455882352941176,0.5,0.15441176470588236
26,30,15,5,0.5,0.7758620689655172,0.5,0.22413793103448276
21,17,21,8,0.5,0.68,0.5,0.32
13,19,29,3,0.5,0.9338983050847458,0.5,0.06610169491525424
23,3,27,25,0.5,0.12347560975609756,0.5,0.8765243902439024
22,26,29,2,0.5,0.9448621553884712,0.5,0.05513784461152882
20,5,23,9,0.5,0.3898305084745763,0.5,0.6101694915254238
28,3,24,23,0.5,0.1005586592178771,0.5,0.8994413407821229
19,30,21,8,0.5,0.8056265984654731,0.5,0.19437340153452684
9,9,5,4,0.5,0.5555555555555556,0.5,0.4444444444444444
15,7,8,6,0.5,0.3835616438356164,0.5,0.6164383561643836
18,2,15,29,0.5121951219512195,0.056910569105691054,0.4878048780487805,0.943089430894309
18,24,18,4,0.5,0.8571428571428571,0.5,0.14285714285714285
24,25,26,1,0.5,0.9643916913946587,0.5,0.03560830860534125
25,27,20,2,0.5,0.9152542372881356,0.5,0.0847457627118644
12,21,10,2,0.5,0.8974358974358975,0.5,0.10256410256410256
29,25,28,1,0.5,0.9602194787379973,0.5,0.039780521262002745
12,1,14,15,0.5,0.07216494845360824,0.5,0.9278350515463918
19,3,21,13,0.5,0.2032258064516129,0.5,0.7967741935483871
29,29,29,10,0.5,0.7435897435897436,0.5,0.2564102564102564
24,12,26,10,0.5,0.5652173913043478,0.5,0.43478260869565216
18,24,30,4,0.5,0.9090909090909091,0.5,0.09090909090909091
22,10,30,7,0.5,0.6607929515418502,0.5,0.3392070484581498
23,9,21,26,0.5,0.24015247776365947,0.5,0.7598475222363406
